productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
Railway service vehicles,8604 HS92,$72.4M,$724M,7.39,Vehicles,72.4,724,0.724,8604,2004,0.44947866
"Railway coaches, not self-propelled",8605 HS92,$36.1M,$1.11B,2.35,Vehicles,36.1,1110,1.11,8605,2004,1.9856293999999999
"Railway cars, not self-propelled",8606 HS92,$25.2M,$2.16B,0.851,Vehicles,25.2,2160,2.16,8606,2004,-0.059287634
Parts of railway locomotives,8607 HS92,$131M,$7.02B,1.35,Vehicles,131,7020,7.02,8607,2004,0.74816257
Containers for multimodal transportation,8609 HS92,$9.64M,$3.90B,0.182,Vehicles,9.64,3900,3.9,8609,2004,-0.5493946
Tractors,8701 HS92,$33.7M,$30.6B,0.0799,Vehicles,33.7,30600,30.6,8701,2004,1.199786
Buses,8702 HS92,$17.2M,$8.85B,0.141,Vehicles,17.2,8850,8.85,8702,2004,-0.12034186
Cars,8703 HS92,$211M,$445B,0.0345,Vehicles,211,445000,445,8703,2004,1.1936933
Motor vehicles for transporting goods,8704 HS92,$87.4M,$75.1B,0.0843,Vehicles,87.4,75100,75.1,8704,2004,0.9500546000000001
Special purpose motor vehicles,8705 HS92,$105M,$6.16B,1.24,Vehicles,105,6160,6.16,8705,2004,0.40184203
Vehicle chassis fitted with engines,8706 HS92,$5.72M,$2.88B,0.147,Vehicles,5.72,2880,2.88,8706,2004,0.9306701
Vehicle Bodies,8707 HS92,$1.69M,$5.48B,0.0224,Vehicles,1.69,5480,5.48,8707,2004,1.8055857
Parts of motor vehicles,8708 HS92,$843M,$197B,0.313,Vehicles,843,197000,197,8708,2004,1.787122
Work trucks,8709 HS92,$1.77M,$787M,0.167,Vehicles,1.77,787,0.787,8709,2004,0.2307795
Tanks and other armored fighting vehicles,8710 HS92,$159M,$2.48B,4.72,Vehicles,159,2480,2.48,8710,2004,0.24156924
Motorcycles,8711 HS92,$9.09M,$14.2B,0.048,Vehicles,9.09,14200,14.2,8711,2004,0.8196658000000001
Bicycles,8712 HS92,$3.31M,$4.14B,0.0702,Vehicles,3.31,4140,4.14,8712,2004,-0.69233924
Wheelchairs,8713 HS92,$21.5M,$749M,2.58,Vehicles,21.5,749,0.749,8713,2004,1.2089771999999999
Parts of motorcycles or wheelchairs,8714 HS92,$49.0M,$9.22B,0.442,Vehicles,49,9220,9.22,8714,2004,0.32217979999999996
Baby carriages,8715 HS92,$462k,$1.02B,0.0345,Vehicles,0.462,1020,1.02,8715,2004,0.4054513
Trailers and semi-trailers,8716 HS92,$17.5M,$13.2B,0.0971,Vehicles,17.5,13200,13.2,8716,2004,0.75899947
Other aircraft and spacecraft,8802 HS92,$1.58B,$81.0B,1.42,Vehicles,1580,81000,81,8802,2004,0.20600334
Parts of other aircraft,8803 HS92,$259M,$44.0B,0.432,Vehicles,259,44000,44,8803,2004,0.16451119
Aircraft launching gear,8805 HS92,$2.45M,$838M,0.22,Vehicles,2.45,838,0.838,8805,2004,-0.1838279
Cargo ships and similar vessels,8901 HS92,$17.4M,$45.0B,0.0288,Vehicles,17.4,45000,45,8901,2004,-0.054176714
Fishing vessels,8902 HS92,$26.7k,$812M,0.0028,Vehicles,0.0267,812,0.812,8902,2004,-0.85828865
Pleasure or sport boats,8903 HS92,$19.4M,$10.4B,0.148,Vehicles,19.4,10400,10.4,8903,2004,0.08542498
"Special function vessels, n.e.c.",8905 HS92,$850k,$8.51B,0.0073,Vehicles,0.85,8510,8.51,8905,2004,-0.45512745
Other vessels,8906 HS92,$2.21M,$1.36B,0.126,Vehicles,2.21,1360,1.36,8906,2004,0.32699087
Other floating structures,8907 HS92,$719k,$755M,0.07,Vehicles,0.719,755,0.755,8907,2004,-0.29491165
Optical fibers,9001 HS92,$174M,$12.9B,1.01,Machinery,174,12900,12.9,9001,2004,0.7919144
Lenses and other optical elements,9002 HS92,$73.8M,$5.51B,1.03,Machinery,73.8,5510,5.51,9002,2004,0.23077755
"Frames for spectacles, goggles",9003 HS92,$32.4M,$2.87B,0.874,Machinery,32.4,2870,2.87,9003,2004,0.84585667
Glasses,9004 HS92,$18.7M,$3.26B,0.45,Machinery,18.7,3260,3.26,9004,2004,0.62176156
Binoculars and telescopes,9005 HS92,$11.6M,$932M,0.93,Machinery,11.6,932,0.932,9005,2004,0.69882953
Photographic cameras,9006 HS92,$91.4M,$5.75B,1.29,Machinery,91.4,5750,5.75,9006,2004,0.73520786
"Apparatus and equipment for photographic laboratories, n.e.c.",9010 HS92,$67.7M,$10.2B,0.488,Machinery,67.7,10200,10.2,9010,2004,0.5005845
Optical microscopes,9011 HS92,$64.6M,$1.29B,3.68,Machinery,64.6,1290,1.29,9011,2004,0.8559157
"Microscopes, other than optical",9012 HS92,$8.54M,$1.08B,0.575,Machinery,8.54,1080,1.08,9012,2004,1.8887577000000002
Liquid crystal devices,9013 HS92,$87.5M,$29.5B,0.322,Machinery,87.5,29500,29.5,9013,2004,1.0173505999999999
Navigational instruments,9014 HS92,$39.1M,$5.31B,0.538,Machinery,39.1,5310,5.31,9014,2004,-0.012057295
Surveying instruments,9015 HS92,$307M,$4.90B,4.58,Machinery,307,4900,4.9,9015,2004,-0.14988844
Drafting tables and machines,9017 HS92,$47.0M,$1.71B,2.07,Machinery,47,1710,1.71,9017,2004,1.1958107
Medical instruments,9018 HS92,$1.31B,$49.1B,1.95,Machinery,1310,49100,49.1,9018,2004,1.1554223
Therapy applicances,9019 HS92,$51.8M,$3.99B,0.971,Machinery,51.8,3990,3.99,9019,2004,0.8637956
Other breathing appliances and gas masks,9020 HS92,$1.54M,$717M,0.158,Machinery,1.54,717,0.717,9020,2004,0.50147915
Orthopedic appliances,9021 HS92,$3.60B,$21.4B,12.3,Machinery,3600,21400,21.4,9021,2004,0.9379207
X-ray machines,9022 HS92,$181M,$11.8B,1.12,Machinery,181,11800,11.8,9022,2004,1.8958765
Instruments designed for demonstrational purposes,9023 HS92,$54.1M,$1.61B,2.47,Machinery,54.1,1610,1.61,9023,2004,0.8775757
Machines for testing the mechanical properties of materials,9024 HS92,$44.4M,$1.59B,2.09,Machinery,44.4,1590,1.59,9024,2004,1.0859481000000002
"Thermometers, hydrometers etc.",9025 HS92,$74.1M,$2.07B,2.71,Machinery,74.1,2070,2.07,9025,2004,1.1003715
Instruments for measuring properties of liquids or gases,9026 HS92,$442M,$9.10B,3.55,Machinery,442,9100,9.1,9026,2004,1.4953595
Instruments for physical or chemical analysis,9027 HS92,$713M,$16.9B,3.07,Machinery,713,16900,16.9,9027,2004,2.2521273999999996
"Gas, liquid or electricity meters",9028 HS92,$77.5M,$2.62B,2.17,Machinery,77.5,2620,2.62,9028,2004,0.6603206
Meters,9029 HS92,$54.8M,$4.11B,0.989,Machinery,54.8,4110,4.11,9029,2004,0.97100174
Instruments for measuring electricity,9030 HS92,$156M,$16.6B,0.696,Machinery,156,16600,16.6,9030,2004,0.9717333
Measuring instruments,9031 HS92,$552M,$19.9B,2.04,Machinery,552,19900,19.9,9031,2004,1.5072933000000002
Automatic regulating instruments,9032 HS92,$293M,$18.9B,1.14,Machinery,293,18900,18.9,9032,2004,1.53369
Other parts for machines and appliances,9033 HS92,$25.8M,$2.09B,0.922,Machinery,25.8,2090,2.09,9033,2004,0.94502884
Watches with precious metal,9101 HS92,$2.78B,$4.40B,47.3,Machinery,2780,4400,4.4,9101,2004,-0.48003694
Watches,9102 HS92,$5.57B,$11.2B,39.9,Machinery,5570,11200,11.2,9102,2004,-0.29758877
Other clocks,9105 HS92,$21.3M,$1.14B,1.38,Machinery,21.3,1140,1.14,9105,2004,0.4064902
"Watch movements, complete",9108 HS92,$113M,$1.33B,6.9,Machinery,113,1330,1.33,9108,2004,0.77287155
Watch cases and parts,9111 HS92,$98.9M,$657M,14.3,Machinery,98.9,657,0.657,9111,2004,0.63838935
Watch straps,9113 HS92,$164M,$823M,17.4,Machinery,164,823,0.823,9113,2004,-0.10241581
Other clock or watch parts,9114 HS92,$251M,$1.23B,16.9,Machinery,251,1230,1.23,9114,2004,0.55542827
"Musical instruments, electric",9207 HS92,$607k,$1.41B,0.0318,Machinery,0.607,1410,1.41,9207,2004,0.4791439
Parts of musical instruments,9209 HS92,$7.00M,$1.03B,0.543,Machinery,7,1030,1.03,9209,2004,1.1175568
Other firearms,9303 HS92,$4.17M,$776M,0.391,Machinery,4.17,776,0.776,9303,2004,0.8424339
Parts of military weapons,9305 HS92,$35.2M,$906M,2.85,Machinery,35.2,906,0.906,9305,2004,0.38887691
Munitions of war,9306 HS92,$15.2M,$3.08B,0.365,Machinery,15.2,3080,3.08,9306,2004,-0.123297825
Seats,9401 HS92,$115M,$38.4B,0.219,Textiles,115,38400,38.4,9401,2004,0.0861568
"Medical, dental or veterinary furniture",9402 HS92,$17.4M,$1.52B,0.864,Textiles,17.4,1520,1.52,9402,2004,0.87569016
Other furniture and parts,9403 HS92,$442M,$47.6B,0.689,Textiles,442,47600,47.6,9403,2004,0.14540797
Mattresses and bedding,9404 HS92,$81.6M,$6.27B,0.95,Textiles,81.6,6270,6.27,9404,2004,-0.28373164
Lamps,9405 HS92,$81.6M,$17.5B,0.35,Textiles,81.6,17500,17.5,9405,2004,0.8024380999999999
Prefabricated buildings,9406 HS92,$7.65M,$4.48B,0.125,Textiles,7.65,4480,4.48,9406,2004,0.44059956
Toys,9503 HS92,$278M,$18.6B,1.15,Machinery,278,18600,18.6,9503,2004,-0.081594236
Games,9504 HS92,$17.9M,$14.8B,0.09,Machinery,17.9,14800,14.8,9504,2004,1.1413243
Christmas and other festivity articles,9505 HS92,$3.97M,$4.01B,0.0725,Machinery,3.97,4010,4.01,9505,2004,-0.9121872
Sports equipment,9506 HS92,$66.3M,$14.2B,0.374,Machinery,66.3,14200,14.2,9506,2004,0.35161820000000005
Fishing and hunting equipment,9507 HS92,$679k,$1.68B,0.0307,Machinery,0.679,1680,1.68,9507,2004,-0.51357394
Brooms and mops,9603 HS92,$95.1M,$3.83B,1.85,Machinery,95.1,3830,3.83,9603,2004,-0.19523194
Buttons,9606 HS92,$2.96M,$1.18B,0.219,Machinery,2.96,1180,1.18,9606,2004,-0.8591097
Slide fasteners,9607 HS92,$42.1M,$1.66B,2.34,Machinery,42.1,1660,1.66,9607,2004,-0.27004543
Pens,9608 HS92,$138M,$4.10B,2.54,Machinery,138,4100,4.1,9608,2004,0.48190454
"Pencils, crayons, pastels, etc.",9609 HS92,$6.41M,$735M,0.664,Machinery,6.41,735,0.735,9609,2004,-0.35155034
Typewriter ribbons and ink pads,9612 HS92,$11.0M,$1.56B,0.518,Machinery,11,1560,1.56,9612,2004,0.82929313
Cigarette lighters,9613 HS92,$10.4M,$1.09B,0.715,Machinery,10.4,1090,1.09,9613,2004,-0.39583787
Paintings and drawings,9701 HS92,$730M,$8.15B,6.53,Textiles,730,8150,8.15,9701,2004,0.3743184
Sculptures,9703 HS92,$93.9M,$1.16B,5.91,Textiles,93.9,1160,1.16,9703,2004,-1.0928336
Antiques >100 years,9706 HS92,$115M,$2.46B,3.47,Textiles,115,2460,2.46,9706,2004,-1.2756238
Horses,0101 HS92,$6.66M,$2.25B,0.232,Agriculture,6.66,2250,2.25,0101,2005,-0.28224787
Bovine,0102 HS92,$6.55M,$4.92B,0.106,Agriculture,6.55,4920,4.92,0102,2005,-0.83853287
Swine,0103 HS92,$7.79k,$2.64B,0.0002,Agriculture,0.00779,2640,2.64,0103,2005,0.44998723
Sheep,0104 HS92,$96.7k,$1.30B,0.0089,Agriculture,0.0967,1300,1.3,0104,2005,-1.7197049
Fowl,0105 HS92,$172k,$1.43B,0.0094,Agriculture,0.172,1430,1.43,0105,2005,-0.29302138
Beef,0201 HS92,$27.3k,$12.4B,0.0002,Agriculture,0.0273,12400,12.4,0201,2005,-0.3127616
Beef (frozen),0202 HS92,$4.59M,$7.82B,0.0456,Agriculture,4.59,7820,7.82,0202,2005,-1.3073092
Pork,0203 HS92,$664k,$17.6B,0.0029,Agriculture,0.664,17600,17.6,0203,2005,1.0717841000000001
Lamb,0204 HS92,$39.1k,$3.75B,0.0008,Agriculture,0.0391,3750,3.75,0204,2005,-1.0595869
Edible offal,0206 HS92,$1.46M,$2.63B,0.0441,Agriculture,1.46,2630,2.63,0206,2005,-0.6385443
Poultry,0207 HS92,$668k,$12.6B,0.0042,Agriculture,0.668,12600,12.6,0207,2005,0.4222554
Other meat,0208 HS92,$116k,$701M,0.0129,Agriculture,0.116,701,0.701,0208,2005,-0.4909083
Preserved meat,0210 HS92,$14.1M,$2.63B,0.417,Agriculture,14.1,2630,2.63,0210,2005,0.12235805400000001
Live Fish,0301 HS92,$71.3k,$1.48B,0.0044,Agriculture,0.0713,1480,1.48,0301,2005,-1.202009
"Fish, excluding fillets",0302 HS92,$270k,$8.92B,0.0025,Agriculture,0.27,8920,8.92,0302,2005,-1.4294143
"Frozen fish, excluding fillets",0303 HS92,$134k,$13.9B,0.0009,Agriculture,0.134,13900,13.9,0303,2005,-1.5693152
Fish fillets,0304 HS92,$1.73M,$12.0B,0.0123,Agriculture,1.73,12000,12,0304,2005,-1.4644282
Preserved fish,0305 HS92,$2.62M,$3.60B,0.065,Agriculture,2.62,3600,3.6,0305,2005,-1.7655251
Crustaceans,0306 HS92,$253k,$13.8B,0.0015,Agriculture,0.253,13800,13.8,0306,2005,-1.9258878
Molluscs,0307 HS92,$801k,$6.45B,0.0102,Agriculture,0.801,6450,6.45,0307,2005,-1.9137574
Milk,0401 HS92,$10.8M,$4.54B,0.187,Agriculture,10.8,4540,4.54,0401,2005,-0.009324292
"Milk, concentrated",0402 HS92,$47.0M,$10.3B,0.357,Agriculture,47,10300,10.3,0402,2005,-0.6768339
Fermented milk products,0403 HS92,$21.4M,$2.76B,0.606,Agriculture,21.4,2760,2.76,0403,2005,0.36611095
Whey,0404 HS92,$16.3M,$2.15B,0.589,Agriculture,16.3,2150,2.15,0404,2005,0.8851903
Butter,0405 HS92,$892k,$4.12B,0.0169,Agriculture,0.892,4120,4.12,0405,2005,-0.23658712
Cheese,0406 HS92,$385M,$16.5B,1.82,Agriculture,385,16500,16.5,0406,2005,0.18880525
"Eggs, in shell",0407 HS92,$191k,$1.58B,0.0094,Agriculture,0.191,1580,1.58,0407,2005,-0.4799869
Honey,0409 HS92,$2.07M,$684M,0.237,Agriculture,2.07,684,0.684,0409,2005,-0.7827838
"Animal guts, except fish",0504 HS92,$4.42M,$2.50B,0.139,Agriculture,4.42,2500,2.5,0504,2005,-0.85569805
Animal products n.e.c.,0511 HS92,$4.92M,$1.20B,0.326,Agriculture,4.92,1200,1.2,0511,2005,-1.1898872
Flower bulbs,0601 HS92,$149k,$1.16B,0.01,Agriculture,0.149,1160,1.16,0601,2005,-0.8208967
Other live plants,0602 HS92,$1.36M,$5.64B,0.019,Agriculture,1.36,5640,5.64,0602,2005,-1.2147338
Cut flowers,0603 HS92,$194k,$5.53B,0.0027,Agriculture,0.194,5530,5.53,0603,2005,-1.4864212
Other parts of plants,0604 HS92,$92.5k,$1.02B,0.0071,Agriculture,0.0925,1020,1.02,0604,2005,-1.3481095
Potatoes,0701 HS92,$479k,$1.99B,0.0188,Agriculture,0.479,1990,1.99,0701,2005,-0.7554151
Tomatoes,0702 HS92,$235k,$5.10B,0.0036,Agriculture,0.235,5100,5.1,0702,2005,-0.84040654
"Onions, shallots, garlic",0703 HS92,$179k,$2.65B,0.0053,Agriculture,0.179,2650,2.65,0703,2005,-1.4828776
"Cabbages, cauliflowers, broccoli",0704 HS92,$107k,$1.46B,0.0058,Agriculture,0.107,1460,1.46,0704,2005,-1.1581445
Lettuce,0705 HS92,$116k,$1.77B,0.0051,Agriculture,0.116,1770,1.77,0705,2005,-0.088984944
Carrots & turnips,0706 HS92,$26.4k,$903M,0.0023,Agriculture,0.0264,903,0.903,0706,2005,-0.648238
Cucumbers,0707 HS92,$17.6k,$1.43B,0.001,Agriculture,0.0176,1430,1.43,0707,2005,-0.76031625
Legumes,0708 HS92,$19.2k,$915M,0.0017,Agriculture,0.0192,915,0.915,0708,2005,-1.9625344
Other vegetables,0709 HS92,$764k,$7.34B,0.0081,Agriculture,0.764,7340,7.34,0709,2005,-1.1470603
Frozen vegetables,0710 HS92,$941k,$3.63B,0.0205,Agriculture,0.941,3630,3.63,0710,2005,-0.9703695
"Vegetables, dried",0712 HS92,$5.27M,$1.45B,0.288,Agriculture,5.27,1450,1.45,0712,2005,-1.2197732
"Legumes, dried",0713 HS92,$1.03M,$3.59B,0.0228,Agriculture,1.03,3590,3.59,0713,2005,-1.9358417
Tubers,0714 HS92,$46.9k,$784M,0.0047,Agriculture,0.0469,784,0.784,0714,2005,-2.0433862
Cashew nuts & coconuts,0801 HS92,$432k,$2.22B,0.016,Agriculture,0.432,2220,2.22,0801,2005,-2.5017104
Other nuts,0802 HS92,$2.53M,$6.94B,0.029,Agriculture,2.53,6940,6.94,0802,2005,-1.3409145
Bananas and plantains,0803 HS92,$98.1k,$8.31B,0.0009,Agriculture,0.0981,8310,8.31,0803,2005,-1.436259
"Avocados, pineapples, mangos, etc.",0804 HS92,$910k,$3.97B,0.0182,Agriculture,0.91,3970,3.97,0804,2005,-1.83883
Citrus fruit,0805 HS92,$250k,$7.19B,0.0027,Agriculture,0.25,7190,7.19,0805,2005,-1.0810088
Grapes,0806 HS92,$919k,$5.52B,0.0131,Agriculture,0.919,5520,5.52,0806,2005,-0.81792176
Melons and papayas,0807 HS92,$221k,$2.05B,0.0085,Agriculture,0.221,2050,2.05,0807,2005,-1.374718
Apples & pears,0808 HS92,$1.32M,$5.59B,0.0185,Agriculture,1.32,5590,5.59,0808,2005,-0.28535035
Peaches & cherries,0809 HS92,$370k,$2.76B,0.0105,Agriculture,0.37,2760,2.76,0809,2005,-0.79720086
Other fresh fruit,0810 HS92,$838k,$4.36B,0.0152,Agriculture,0.838,4360,4.36,0810,2005,-0.9566123
"Fruits and nuts, frozen",0811 HS92,$1.28M,$1.93B,0.0553,Agriculture,1.28,1930,1.93,0811,2005,-0.44746402
"Fruits, dried",0813 HS92,$748k,$1.17B,0.0505,Agriculture,0.748,1170,1.17,0813,2005,-0.8518132
Coffee,0901 HS92,$139M,$12.0B,0.907,Agriculture,139,12000,12,0901,2005,-2.181192
Tea,0902 HS92,$5.63M,$3.46B,0.129,Agriculture,5.63,3460,3.46,0902,2005,-1.9967868
Pepper,0904 HS92,$1.64M,$1.15B,0.112,Agriculture,1.64,1150,1.15,0904,2005,-1.6227154
Spices,0910 HS92,$3.10M,$956M,0.258,Agriculture,3.1,956,0.956,0910,2005,-1.4476112
Wheat and meslin,1001 HS92,$34.2M,$18.5B,0.145,Agriculture,34.2,18500,18.5,1001,2005,-0.49941793
Barley,1003 HS92,$34.2M,$3.41B,0.784,Agriculture,34.2,3410,3.41,1003,2005,0.24060399999999998
Corn,1005 HS92,$42.1M,$11.8B,0.281,Agriculture,42.1,11800,11.8,1005,2005,-1.2762343
Rice,1006 HS92,$23.4M,$9.96B,0.184,Agriculture,23.4,9960,9.96,1006,2005,-1.7658147
Grain sorghum,1007 HS92,$1.14M,$624M,0.141,Agriculture,1.14,624,0.624,1007,2005,-2.297683
Wheat or meslin flour,1101 HS92,$117k,$2.25B,0.0041,Agriculture,0.117,2250,2.25,1101,2005,-1.4313302
Cereal meals,1103 HS92,$113k,$604M,0.0149,Agriculture,0.113,604,0.604,1103,2005,-1.1157457
Worked cereal grains,1104 HS92,$1.88M,$903M,0.163,Agriculture,1.88,903,0.903,1104,2005,-0.5475036
Malt,1107 HS92,$26.0k,$1.87B,0.0011,Agriculture,0.026,1870,1.87,1107,2005,-0.003140729
Starches,1108 HS92,$334k,$1.50B,0.0176,Agriculture,0.334,1500,1.5,1108,2005,-0.38193968
Soya beans,1201 HS92,$37.1M,$15.6B,0.184,Agriculture,37.1,15600,15.6,1201,2005,-2.046574
Peanuts,1202 HS92,$234k,$1.04B,0.0175,Agriculture,0.234,1040,1.04,1202,2005,-1.9540923
Rape or colza seeds,1205 HS92,$820k,$2.28B,0.028,Agriculture,0.82,2280,2.28,1205,2005,0.15372276
Sunflower seeds,1206 HS92,$499k,$1.25B,0.0312,Agriculture,0.499,1250,1.25,1206,2005,-0.4427994
Other oil seeds,1207 HS92,$1.01M,$1.55B,0.0517,Agriculture,1.01,1550,1.55,1207,2005,-2.2487857
Flours of oil seeds,1208 HS92,$197k,$760M,0.0203,Agriculture,0.197,760,0.76,1208,2005,-1.1237231
Seeds used for sowing,1209 HS92,$7.70M,$3.67B,0.165,Agriculture,7.7,3670,3.67,1209,2005,-0.9962226
"Plants used in perfumery, pharmacy or insecticide",1211 HS92,$2.06M,$1.30B,0.13,Agriculture,2.06,1300,1.3,1211,2005,-1.8806745
Seaweeds & edible vegetable products,1212 HS92,$235k,$953M,0.0199,Agriculture,0.235,953,0.953,1212,2005,-1.7594681
Forage products,1214 HS92,$2.25M,$1.03B,0.17,Agriculture,2.25,1030,1.03,1214,2005,-0.60584694
Vegetable saps and extracts,1302 HS92,$80.7M,$3.09B,2.05,Agriculture,80.7,3090,3.09,1302,2005,-0.6659085
"Bovine, sheep and goat fats",1502 HS92,$994k,$823M,0.0937,Agriculture,0.994,823,0.823,1502,2005,-0.09834697
Fish oils,1504 HS92,$8.44M,$629M,1.12,Agriculture,8.44,629,0.629,1504,2005,-0.6921427
Soybean oil,1507 HS92,$32.9M,$5.04B,0.512,Agriculture,32.9,5040,5.04,1507,2005,-0.94039613
Olive oil,1509 HS92,$200k,$4.82B,0.0033,Agriculture,0.2,4820,4.82,1509,2005,-0.8396632
Palm oil,1511 HS92,$5.43M,$9.72B,0.0435,Agriculture,5.43,9720,9.72,1511,2005,-1.91046
Sunflower seed oil,1512 HS92,$4.29M,$2.91B,0.116,Agriculture,4.29,2910,2.91,1512,2005,-0.9171998
Coconut & palm kernel oil,1513 HS92,$3.73M,$2.45B,0.119,Agriculture,3.73,2450,2.45,1513,2005,-2.1950023
"Rapeseed, colza or mustard oil,",1514 HS92,$780k,$2.18B,0.0279,Agriculture,0.78,2180,2.18,1514,2005,0.82167226
Other vegetable fats and oils,1515 HS92,$8.22M,$2.16B,0.298,Agriculture,8.22,2160,2.16,1515,2005,-1.5482838
"Vegetable fats, hydrogenated",1516 HS92,$3.77M,$2.50B,0.12,Agriculture,3.77,2500,2.5,1516,2005,-1.137908
Margarine,1517 HS92,$23.8M,$2.55B,0.733,Agriculture,23.8,2550,2.55,1517,2005,-0.6638015
"Animal or vegetable fats and oils, processed",1518 HS92,$1.54M,$516M,0.24,Agriculture,1.54,516,0.516,1518,2005,0.62985766
Stearic acid,1519 HS92,$8.31M,$3.41B,0.19,Agriculture,8.31,3410,3.41,1519,2005,0.011439200000000002
Glycerol,1520 HS92,$228k,$554M,0.0325,Agriculture,0.228,554,0.554,1520,2005,-0.8100299
Sausages,1601 HS92,$314k,$2.36B,0.0104,Agriculture,0.314,2360,2.36,1601,2005,0.14553262
Other prepared or preserved meat,1602 HS92,$1.26M,$8.01B,0.0123,Agriculture,1.26,8010,8.01,1602,2005,0.05131294
Prepared or preserved fish,1604 HS92,$1.22M,$8.45B,0.0117,Agriculture,1.22,8450,8.45,1604,2005,-1.6356319
Prepared aquatic invertibrates,1605 HS92,$1.22M,$5.85B,0.0169,Agriculture,1.22,5850,5.85,1605,2005,-1.5084052
Sugarcane & sucrose,1701 HS92,$14.3M,$14.3B,0.0814,Agriculture,14.3,14300,14.3,1701,2005,-1.4647977
Other sugars,1702 HS92,$3.64M,$2.97B,0.0958,Agriculture,3.64,2970,2.97,1702,2005,0.07903209
Confectionery sugar,1704 HS92,$84.0M,$5.98B,1.1,Agriculture,84,5980,5.98,1704,2005,-0.57819426
Cocoa beans,1801 HS92,$641k,$4.22B,0.0119,Agriculture,0.641,4220,4.22,1801,2005,-2.772714
Cocoa paste,1803 HS92,$5.55M,$1.02B,0.423,Agriculture,5.55,1020,1.02,1803,2005,-1.2755293
Cocoa butter,1804 HS92,$302k,$2.65B,0.0089,Agriculture,0.302,2650,2.65,1804,2005,-1.2966759
Cocoa powder,1805 HS92,$1.18M,$958M,0.0961,Agriculture,1.18,958,0.958,1805,2005,-0.8656325
Chocolates,1806 HS92,$470M,$12.3B,3,Agriculture,470,12300,12.3,1806,2005,0.24894212
Malt extract,1901 HS92,$187M,$7.30B,2,Agriculture,187,7300,7.3,1901,2005,-0.10565368
Pasta,1902 HS92,$56.2M,$4.25B,1.05,Agriculture,56.2,4250,4.25,1902,2005,-1.1684035
Cereal foods,1904 HS92,$29.2M,$3.13B,0.73,Agriculture,29.2,3130,3.13,1904,2005,-0.109574355
Bakery products,1905 HS92,$123M,$14.9B,0.649,Agriculture,123,14900,14.9,1905,2005,-0.2991211
Pickled fruits and vegetables,2001 HS92,$23.3M,$1.13B,1.61,Agriculture,23.3,1130,1.13,2001,2005,-0.8451145
